beach_name,measurement_timestamp,water_temperature,turbidity,transducer_depth,wave_height
Postiguet Beach,1521287428249,22.16426224948753,1.68131795282903,0.10195535266301659,8.938063243593787
Urbanova Beach,1522223475766,16.72933927338012,1.562655994962547,0.623637793593084,1.9476404346612102
Muchavista Beach,1523548120694,25.015801403293274,1.3031842702582233,0.35667847536044284,7.99515182699907
Muchavista Beach,1524489200522,21.769148608147695,1.335985884619613,0.008218762997464713,7.6402057130517465
Carabassi Beach,1515132330692,25.44541979986279,1.2484738683433885,0.11937820596233584,0.4469519868724382
Postiguet Beach,1518223544225,15.474110564875717,1.9080128809865298,0.8505641902357823,7.94277473384375
Carabassi Beach,1522479457737,19.14913420734206,1.2293465559025383,0.44151467322506976,3.486803148403904
Urbanova Beach,1520110127366,14.334902035136608,1.7116159369473833,0.5832447002931849,8.174667469251352
San Juan Beach,1517533132549,16.166956026148284,1.4406093764539212,0.09623141107856159,2.612999772731929
Postiguet Beach,1525141651150,22.327087695190052,1.1330424238131693,0.8321336823858672,7.718801626102673
Muchavista Beach,1517210337610,23.54181589268525,1.5985270357848314,0.19425345643289071,8.6137070695111
Muchavista Beach,1516801179094,15.128322534818942,1.4677141614577134,0.1494540128667775,1.379018414366409
Carabassi Beach,1519666796506,24.418543968340042,1.4964843014287976,0.8964961787724718,4.734916464205735
San Juan Beach,1517289463687,12.78702976286743,1.7031807442156173,0.2267930888235108,4.996375722162407
Muchavista Beach,1523913811961,15.724068404954881,1.5509383869987765,0.7392718075396257,8.853988728934445
Muchavista Beach,1516620646760,25.0746025071616,1.12879131715549,0.5620597878458343,2.59123492549281
Urbanova Beach,1519670259526,16.372194081965112,1.0376051547284146,0.03644558219830796,9.875755631719453
Carabassi Beach,1525022957926,12.581427124148677,1.3135520717751556,0.3361814182562104,2.7695652287293036
Postiguet Beach,1520368696676,21.30451136892721,1.1277311158541385,0.7842000985620117,0.811682466484118
San Juan Beach,1523241834554,12.721022827359075,1.533281142870224,0.2362076457548722,1.657108487360741
Urbanova Beach,1515808598474,23.64428658165857,1.8480623353527565,0.08184515538333481,0.6481728743553505
Muchavista Beach,1519588160692,22.311908337144462,1.5171711239904857,0.4458559675864713,4.20471529139462
San Juan Beach,1516105413293,17.74043802088235,1.5161457617650174,0.8772837456496938,1.1079479509078016
Urbanova Beach,1518155375867,15.8618824213025,1.003099673992676,0.5371523071952152,4.779125165821073
San Juan Beach,1515130712814,16.44669088965283,1.5896644823661954,0.8301796088292939,5.2579994188775006
San Juan Beach,1516771697245,21.0140051560159,1.2275938477825228,0.7734716363674637,6.27600556021981
Muchavista Beach,1522633100043,23.172000774797112,1.8965398201357713,0.6156975071765273,6.157303971921248
Carabassi Beach,1518019583199,18.208184239842033,1.0751892958163243,0.37556136005489293,5.402009207190534
San Juan Beach,1520579426064,12.723290149895101,1.4670384019118226,0.14599069299679268,4.67842645420248
San Juan Beach,1521840575968,25.943288776735855,1.3436085824211865,0.9378622902491026,4.46560118949679
Muchavista Beach,1525048499490,23.74309526311999,1.3925963970017632,0.2225047778618543,7.004808503988531
Muchavista Beach,1524936708631,24.99651537357715,1.1446765669838463,0.9857085874303438,9.688677369818807
Urbanova Beach,1517794223170,14.324170858997316,1.8223313389797995,0.47823644892609396,8.888087969801562
Carabassi Beach,1516322594016,13.085058939257664,1.005207633216871,0.22572350003882158,1.7785769259866628
Urbanova Beach,1517466220644,17.736463220803383,1.5874136575085793,0.18603429394279514,8.57523116109854
Carabassi Beach,1520771378002,15.18629387114505,1.9920061202945338,0.04298322673832411,2.1395968005116393
Carabassi Beach,1518864231781,16.73025236550152,1.386713741619015,0.0012607978446462775,0.8111768070342578
Carabassi Beach,1523184606568,22.90915177952361,1.9823541292900249,0.9360022156583372,4.726017332776041
Postiguet Beach,1519394354643,18.586305008340407,1.4614711268149745,0.8621465354645439,6.359219207530417
Muchavista Beach,1519636944826,19.925377628197875,1.7079414621007127,0.45356315899637756,4.161954280968964
Postiguet Beach,1523149458997,23.858628766735606,1.9778516566072577,0.1160162079954783,7.924664689752294
Urbanova Beach,1515233675317,15.738704142056992,1.4806933510891953,0.8241452727821147,0.8349219338348128
Urbanova Beach,1516420551434,18.50961230468351,1.7278675027283596,0.5448939145316262,7.464816611933473
Postiguet Beach,1523042485685,22.934893050369375,1.2422038781891622,0.44426827136468916,7.549651560393006
Carabassi Beach,1519959725298,22.220866177936653,1.1454385877845406,0.019647731364094922,1.9226318623621566
San Juan Beach,1516761693739,23.186607079166855,1.9665574478865206,0.7267471943589904,4.156827259598703
San Juan Beach,1520197948189,14.384430877228708,1.7350243308370628,0.021552859483947695,1.8332616487174107
Muchavista Beach,1515042143247,12.633043111253906,1.5983615776832485,0.12881236490868264,6.8321495503873635
Urbanova Beach,1520012710729,23.808360530216437,1.4604086509498877,0.19141085390514367,7.697382994928294
Muchavista Beach,1520353643223,14.628088965190363,1.3222857141494218,0.951010950167616,7.762255753087468
Muchavista Beach,1525830849221,18.226014701935743,1.193029527594019,0.6201865453239792,9.215930496313902
Carabassi Beach,1517083596127,23.82836114756062,1.0730047520788863,0.8517154427861413,0.27480889683015236
Muchavista Beach,1520304560897,20.072213096913806,1.531147435007803,0.3756426479122381,2.9110575115802737
Muchavista Beach,1520769697339,22.869135020252735,1.822667737447348,0.6703276364550443,3.217444604648721
Carabassi Beach,1520168847019,13.229853794024063,1.549501027843897,0.28779894906297443,0.3158511952082161
Muchavista Beach,1524585256659,21.89935812695506,1.1687393027649844,0.49621663989357445,5.7438863785382335
Carabassi Beach,1515649032461,16.306858783130465,1.2656334354385557,0.06095195161255651,4.257630462031256
Carabassi Beach,1522337736604,22.090230201597716,1.8138874950602135,0.6215962667666216,6.302915392832493
Carabassi Beach,1519976852486,16.943678886909066,1.6510842286327572,0.3717765050795999,6.8294033750869545
Carabassi Beach,1515085274617,20.01274352851957,1.8476840653801712,0.0526631722519737,5.579324957813911
Postiguet Beach,1521871862174,16.992869363222304,1.0885046125584679,0.3044373499448506,9.197996697649556
San Juan Beach,1525749606771,16.86300133597913,1.5806951661206954,0.4474562409657433,3.2033461152260694
Urbanova Beach,1516785647727,20.19497088110465,1.6578262064155145,0.0583259531081014,4.726024503333887
Urbanova Beach,1517302189786,21.523684166517047,1.875978093658011,0.3211108171471183,9.654142681166249
Muchavista Beach,1525113555588,23.39954005487221,1.7731263805586452,0.761373090891215,0.7045505870287063
Carabassi Beach,1515177238433,16.855328902056005,1.5867444548794243,0.07373709773804082,2.142587771024463
Carabassi Beach,1516051330380,17.244079483543622,1.195059630637189,0.0004564206522262859,7.370898762937844
Urbanova Beach,1523134195989,21.778964731739936,1.3086164580897242,0.1721713061504756,8.898140438503768
Muchavista Beach,1517617384043,15.049043727550773,1.2324206577191141,0.36198470834024365,7.8481098577718225
San Juan Beach,1521805731828,23.867386863916344,1.8426995551499166,0.9586471259941248,1.285263831473418
Urbanova Beach,1515242246310,19.64664512163378,1.6626237779605115,0.9025383040439665,6.653042887023631
Carabassi Beach,1518234726464,13.09614035992241,1.236127079236141,0.3526390644042692,0.8981466864982957
Postiguet Beach,1519463839821,12.255942770523617,1.0947090481553947,0.4546802856402683,7.537305690084201
Carabassi Beach,1515830848110,21.40276171788236,1.2226001705746843,0.04352431661610612,6.08459086162753
San Juan Beach,1524883820441,20.685640910591623,1.7670102367486455,0.3977263765299355,3.663028903624857
San Juan Beach,1515844507602,20.55965446917842,1.8803580745265953,0.6531636195541484,4.0835375189668435
Carabassi Beach,1520983757621,22.724219666766686,1.1247952001041552,0.35241112809016795,4.747316788688263
San Juan Beach,1519726514364,19.14675106901271,1.0252414353816164,0.03468309640654044,3.1303617828263723
Postiguet Beach,1519359087375,15.149124873209782,1.4600822575076746,0.7811114765134901,2.5069887365570933
Urbanova Beach,1519664144017,19.259011570388815,1.023878049687732,0.6972253676287081,2.0541332811025375
Muchavista Beach,1518886180318,14.111805628076864,1.0462380645840894,0.6455450726649236,0.9442601694119566
Postiguet Beach,1519488133003,21.81520649214276,1.0616177193453917,0.6647221719854978,6.700520052324404
San Juan Beach,1516234645233,23.93280583197265,1.1825631146243305,0.711251490070308,5.016729361883986
Postiguet Beach,1518344595106,14.078899490940682,1.1882702234863651,0.5634036515990561,3.5626695412277316
Urbanova Beach,1514931889584,17.294525517258805,1.8376622862011296,0.28309212146949425,4.305254100576547
San Juan Beach,1522196661712,13.522343670726942,1.7386347522934567,0.9016042800708551,1.5884551578606878
Muchavista Beach,1518441091617,16.15629491883679,1.7437472275551418,0.2570745867927845,3.329147258224267
Urbanova Beach,1517886751726,16.087957728632357,1.1375932117246566,0.2815305380930404,8.451774373584286
Postiguet Beach,1524798391280,17.791201898163294,1.3213386328676129,0.9807208726994698,3.7994505613436114
San Juan Beach,1516524516152,20.682288038883616,1.0180543407550438,0.5431095205831797,7.479766650582633
Postiguet Beach,1517471328917,14.880551023629492,1.2166442442567056,0.3923906772422009,8.061129490639445
Postiguet Beach,1523956082457,25.91180734197888,1.2769997863163427,0.7347677521553245,6.925811461560404
San Juan Beach,1520460385246,13.937614295747307,1.0765573364189236,0.8354161046417181,0.9416265346081587
Carabassi Beach,1518873563578,22.332308680871574,1.813921063244786,0.6925020545329363,3.041769800631491
Muchavista Beach,1522442415909,17.21537749534781,1.211919011912809,0.4126614943472331,8.197410816152646
San Juan Beach,1516159147412,24.267126828894575,1.5845469574773814,0.06480446890422253,7.35397220811105
Urbanova Beach,1524538374170,19.418905088269987,1.451689972914585,0.686730431218384,5.075749060991049
Carabassi Beach,1516149514867,14.352389206326363,1.6509074165361342,0.438563818394626,9.80291882034942
Muchavista Beach,1525947595629,15.919968572597977,1.5329432180841316,0.5374883617110617,3.874091253266774
Postiguet Beach,1517154405508,21.63969348290314,1.7277680640674449,0.16607628960494103,1.9899615928870047
Postiguet Beach,1524048707119,13.433626880158798,1.8642908207537507,0.8901989400339445,7.834973245699751
San Juan Beach,1526201994692,18.73160158412587,1.6523271923383465,0.13781369348562356,9.253729788114962
Postiguet Beach,1521381085413,24.089966541570433,1.253147399204806,0.3122359014272912,8.608331004658448
San Juan Beach,1515398429576,14.357066673232305,1.7611193359464243,0.5245294338726376,4.249393919398058
Urbanova Beach,1520518881558,19.031223158863398,1.3092539193894464,0.015417954380775867,4.0886527028330795
Carabassi Beach,1526243893162,23.977903781733623,1.7092156109775554,0.4571497385082449,5.662538753000885
San Juan Beach,1518372440671,21.207120682448767,1.5351930357729375,0.7420423024224079,4.318268964465129
Muchavista Beach,1520573832171,13.396563178760543,1.4517590087954808,0.8490175001149688,3.7006739538232063
San Juan Beach,1525241473715,20.978850657649968,1.897512863858335,0.643069053431325,9.668815717267053
Muchavista Beach,1518418266869,13.538551941656507,1.016532809342684,0.5296553506353411,4.961481386320607
Carabassi Beach,1519170956486,20.47852767623395,1.9732445369138998,0.5691977292680281,4.605468923845884
San Juan Beach,1515186843705,18.5133687849955,1.6340858782476377,0.23826889440361287,0.3391700000444654
Muchavista Beach,1523522335943,13.941953868691147,1.6587905830558871,0.7988491125601308,5.722158122987292
San Juan Beach,1514846195741,25.169251283825954,1.6302535637330358,0.12274753439212649,3.6377842120604558
San Juan Beach,1515708268329,20.155579005648207,1.1893269906956,0.7583280325919928,2.1583746626683964
Urbanova Beach,1516641507661,13.300785119038922,1.1180201809044144,0.5566761148199131,1.6047568130945427
Carabassi Beach,1523179654619,15.74465763741664,1.4395935754261908,0.32490574791874016,2.359503637676654
Muchavista Beach,1524819795938,18.895318273598022,1.2594247183101732,0.3628449587525283,6.742014693336769
Postiguet Beach,1516474572589,13.61819813595279,1.682798043835818,0.7579347758332335,7.519527858105141
Urbanova Beach,1524759476472,17.249555673656847,1.9457738014664674,0.8114651594514091,5.585626688484835
Muchavista Beach,1519791654684,15.225703378687905,1.9165855988606375,0.025382715437215708,2.6455068417905827
Urbanova Beach,1516599796171,23.399776560469093,1.5478915859352473,0.30688084484229783,2.3683558522709633
Postiguet Beach,1523540712929,14.335760795313265,1.6510788338722011,0.5206273726081011,4.697345262108872
Urbanova Beach,1518568484840,20.915159724492177,1.004800800735477,0.9785570356173078,7.1587298696142145
San Juan Beach,1521851594976,14.229467289065791,1.1509409996530258,0.572746886745038,1.4428724275085016
Muchavista Beach,1521303574904,23.90177067300899,1.4412053253514219,0.9273684038533129,2.8122319966271943
Urbanova Beach,1519935901268,14.625247804932318,1.7852734319656678,0.0794471713479048,3.7344718415327653
Muchavista Beach,1519388322494,17.527335993174777,1.5751814531378234,0.24740531673179744,9.439593746784253
Urbanova Beach,1515862537177,23.39327080717765,1.0351878053697774,0.8534530570512411,8.323827713809752
Carabassi Beach,1520445671935,21.820919604331465,1.9754476107507362,0.6983192435798533,7.291477393843406
Urbanova Beach,1518059287347,13.46940572884372,1.2966291374597887,0.1750131739516949,6.118944052611561
Muchavista Beach,1522871183075,23.99248348516577,1.6493672347332935,0.7216136969081433,4.761533772670659
Urbanova Beach,1515702270729,18.258664163460217,1.6029850188954597,0.003215525830937982,4.041650688839976
Carabassi Beach,1516259661931,20.61081852667715,1.0216815986373233,0.3591814323585387,5.20718802043991
Carabassi Beach,1515360290745,24.58236629914552,1.2111270097359692,0.32164516793208475,4.342546503831756
San Juan Beach,1518744151182,13.113269472827383,1.804211562697176,0.47084792814469256,9.838513232396195
Muchavista Beach,1519922299712,15.19303183029586,1.7801808279791196,0.5412378825953739,8.918556154559708
Muchavista Beach,1523875664535,12.995049296390782,1.3676135046874611,0.3913041446713653,9.232083108739126
San Juan Beach,1514898573062,13.66427334197279,1.7103761640181117,0.9061795489273838,1.25300814659717
San Juan Beach,1522163666338,19.24847512364181,1.8330995156374286,0.6712510178697841,7.9651923515266505
Urbanova Beach,1522324740066,20.940780908467165,1.5105741031057511,0.5760220085195863,3.8773185920635314
Muchavista Beach,1521603171660,24.510946520163465,1.7015377184602796,0.9416432133230555,7.262048605953252
Muchavista Beach,1526129075328,24.733007756829217,1.3053055188811784,0.36648871428922625,4.223431452119049
San Juan Beach,1520245506325,23.57038332477376,1.2537064945707228,0.8173419043452403,5.707645709917378
San Juan Beach,1523426721303,18.1814019946341,1.310306979850386,0.6234183258462326,5.716650848861191
Urbanova Beach,1522375003050,16.47455145583319,1.6890829904857183,0.5763303402485561,7.787931263334621
San Juan Beach,1515340907471,18.627423085658023,1.9134392732971177,0.6209309090484627,4.910455802524639
Postiguet Beach,1525002026885,15.596214688873845,1.5700379182981448,0.45418289283367963,0.3477701823872237
Urbanova Beach,1515091489619,12.571640984510047,1.5634208257473918,0.009400198724843323,4.777057409838272
Carabassi Beach,1516844417500,25.812701588843993,1.3220847878807491,0.8220730143782607,2.489772355791202
San Juan Beach,1517179359825,23.947837506206213,1.2331094265323546,0.6298769574072106,3.830377227000489
San Juan Beach,1518438283312,16.755613873543602,1.8051518211553996,0.7692001176771959,3.474346792158978
San Juan Beach,1523454810334,24.747116338385126,1.8812069216148584,0.741624675061772,3.2411578837233774
Muchavista Beach,1523291408155,16.893166099734174,1.2091020036063487,0.21475013347090288,4.44214983496404
Postiguet Beach,1523742120421,18.357360258188425,1.4750236431178767,0.5359882060216687,2.1143232040825586
Carabassi Beach,1523506695345,22.155867178960364,1.1469181724905235,0.9219494317116302,6.969742570950725
San Juan Beach,1524129593788,22.12437045183264,1.1138708403208,0.11407834122996452,9.8729545565593
Urbanova Beach,1517607697698,13.539389703053295,1.0751909027223285,0.7497098535470053,6.267327116436817
Postiguet Beach,1520187807735,20.954981318214372,1.545128325823026,0.45532230037282273,6.868084508641847
Postiguet Beach,1520395366221,16.595389642121336,1.9301722508217942,0.15725259931749525,1.349976668777366
San Juan Beach,1525299978701,12.771030644033669,1.8607044997789908,0.12253503028998858,5.365933067615123
Postiguet Beach,1520890076902,18.093234456235145,1.7408802785202886,0.26375260503801934,5.855400093038465
San Juan Beach,1522497995182,23.082583007922562,1.6410707333368046,0.051576056986494256,0.9504569223381429
Muchavista Beach,1522714246726,17.310134258915646,1.7477118162788237,0.6183524805153686,8.66201055211442
Urbanova Beach,1514959090800,25.2195681706893,1.335319608284911,0.4045567933032579,8.908637485538097
San Juan Beach,1521979026496,12.506589663897476,1.5022094614839299,0.5987701956610454,5.9677286060810335
Carabassi Beach,1517139651663,21.576127555320237,1.8371189907434398,0.978920673849755,5.887163209362234
Muchavista Beach,1523796863840,19.83738887105505,1.5579775644968001,0.6196769245693516,6.440258605589935
Carabassi Beach,1520985985050,13.31961643892599,1.3964039337490166,0.24684822802525053,1.9153794075862038
Postiguet Beach,1522332827596,22.958887987909527,1.777380370560111,0.4331506111285818,5.976068386200594
Urbanova Beach,1519853698634,21.45479032729049,1.2636344333952687,0.41594673939426063,1.0366026303100062
Muchavista Beach,1514919890163,15.287642873125872,1.304348136661054,0.5766037991992861,6.509061882838524
San Juan Beach,1521252002087,24.757290128757646,1.349648571362164,0.41334225428235327,1.7017251801458397
Postiguet Beach,1521999054611,22.97216509467618,1.420230995228621,0.3894626784886185,8.889794506451953
San Juan Beach,1515643321895,16.262777705877447,1.3739525616804262,0.5105383714340654,7.05253229173936
Muchavista Beach,1520022775389,25.059941000521725,1.2520214070257687,0.19926267050885127,4.403725200173464
Carabassi Beach,1515347228253,23.957994926851292,1.2220305013248924,0.266720667554487,2.503345046589936
Carabassi Beach,1518711188348,16.448957678240287,1.1767459843303314,0.824719834502709,6.900108005371073
Postiguet Beach,1521028003355,18.85099516247371,1.0447885362321736,0.3026782788264718,5.990257851238853
Urbanova Beach,1523523173292,15.646022496755464,1.7757906447708285,0.4343156959608223,2.2935649028817213
Postiguet Beach,1521573874978,18.741504237799848,1.0929194386828556,0.4328308695303841,9.655102906324492
Carabassi Beach,1516221987556,13.418328219670354,1.6370913478760118,0.29483633739525117,5.791090681214457
San Juan Beach,1524085959376,24.169090365674343,1.6475403983335561,0.7997351233117834,5.505996703618307
Carabassi Beach,1523980827790,13.18346223282061,1.7064312482115431,0.37659173442512117,6.108587688505551
Muchavista Beach,1523987221491,15.797047753834358,1.3521914366472367,0.27809337619273866,6.526926111079175
Muchavista Beach,1524175144235,21.722643775080392,1.6114119476785462,0.41006352932266366,1.485409051506739
Urbanova Beach,1519390962595,13.56211846839538,1.0154222627719982,0.12844524669804758,9.666141770725451
Carabassi Beach,1524541529564,14.148334672831556,1.719764542210931,0.2986000537386506,4.3929291845543945
