water_tower,measurement_timestamp,consumption,preassure
Alicante Metropolitana,1519621142159,3952.3755921150714,1.8226810780792817
Alicante Diseminado,1518617830251,2868.9976479979296,6.270124156941246
Elche Diseminado,1519973670582,2862.357708403567,7.93490181003773
Elche Metropolitana,1525361148319,4583.871041812784,8.069759473910358
Santa Pola,1518159649410,6840.899835257654,5.421581058601545
Alicante Metropolitana,1515016793346,731.0737874057216,3.0541741780153298
Elche Metropolitana,1521159782099,5650.25282745282,5.19727408657911
Alicante Diseminado,1524432720118,1708.582504063446,7.878798010187069
Elche Metropolitana,1515392455009,3997.048093948853,6.794831453928274
Elche Diseminado,1519739163453,8903.792820081542,2.0582492940507624
Alicante Diseminado,1521472750105,5298.041321726029,3.519492319117534
Alicante Metropolitana,1524653504584,6510.445072813558,4.3827843306327114
Elche Diseminado,1525115645793,2520.262188032689,3.07631586819165
Santa Pola,1516857678640,2362.4517647387834,8.273257484422274
Santa Pola,1522882431661,9884.892815789044,3.486024040464002
Alicante Metropolitana,1516001048940,7125.045263650962,4.328949052336049
Santa Pola,1521989233028,1624.9016111288815,5.592036386491162
Elche Metropolitana,1519947239791,2505.7833799959926,8.593750413664637
Santa Pola,1517778888277,2857.570929887302,9.643898182976859
Alicante Metropolitana,1522517978221,8798.56321429922,5.544845183323654
Santa Pola,1524387325203,5452.3045626928015,4.621172975692257
Alicante Metropolitana,1523630609285,6892.680571638636,9.733142267615724
Alicante Diseminado,1520805415512,3910.5724895629237,8.635223080805511
Santa Pola,1515752797781,3427.2663762130774,3.1674906832301772
Santa Pola,1515459663961,6282.551113154762,8.007415930823765
Santa Pola,1517160678352,7892.108600110202,9.237264092970188
Alicante Metropolitana,1523457602293,8888.819500025404,1.7881731479501102
Alicante Diseminado,1524350877958,3494.679843745846,4.910116017560339
Santa Pola,1519582917317,8906.480070785885,7.295401494807148
Santa Pola,1522067103067,4085.5527309349714,6.767457442964883
Santa Pola,1516913148922,1938.814091203832,8.12309037647108
Alicante Diseminado,1519334128188,14.429680603327277,6.784070631903744
Alicante Metropolitana,1519684177792,4854.071700156416,4.526349372139367
Elche Metropolitana,1523708007292,5156.5541571326985,3.9743338048859704
Alicante Diseminado,1517293938708,8552.030480511812,8.20089971075942
Alicante Metropolitana,1525564220279,9512.832264019102,2.518509261000772
Alicante Metropolitana,1521032931425,197.3822725871599,6.142308372645092
Alicante Metropolitana,1517599233670,4055.44769542484,9.838934570084588
Santa Pola,1516641138775,1224.7202191971996,8.190818036637703
Elche Metropolitana,1524995012438,3358.6937295466037,3.021197830291747
Santa Pola,1519288137573,647.4988313558027,2.255226559535112
Alicante Diseminado,1520173379175,5362.463054912056,3.802397256349603
Elche Diseminado,1524013226319,3230.21282430879,6.949062257931014
Elche Metropolitana,1517616379459,9576.98554724512,1.9996260084334199
Santa Pola,1515969195642,7852.4871134395835,3.0627203507984655
Alicante Metropolitana,1523339213666,5783.498668247867,7.538086632814211
Alicante Diseminado,1524872263850,1481.1657584803916,4.116593060502482
Alicante Metropolitana,1517968539711,320.4843676645619,4.037092166566554
Santa Pola,1523847685082,5865.200036603904,4.186996688540985
Elche Metropolitana,1518456826833,6149.429497143698,2.415148456674267
Elche Diseminado,1517279507595,1198.5254643459232,8.827755400740655
Elche Metropolitana,1519789946304,5803.764609596849,9.689482604141164
Santa Pola,1515588204781,2963.3430918253534,3.3466286870338955
Elche Metropolitana,1524580809397,7832.1177653231325,4.159583014310343
Alicante Metropolitana,1525442671135,6239.673583004058,9.901172662690175
Santa Pola,1520384312859,4678.424038039584,3.8168568155866285
Santa Pola,1516748541814,3924.141524223872,4.298113406080996
Elche Metropolitana,1517999102870,6221.836248733223,1.8679494428085706
Santa Pola,1519423537306,3637.2793143031436,9.492005849532049
Elche Diseminado,1514974136097,7902.255934015024,2.6940516323903196
Elche Metropolitana,1515698941587,4913.494543980729,6.103196785968777
Santa Pola,1521100790336,9503.158345382455,5.498704656948133
Elche Diseminado,1520629687292,2503.600572701067,3.9468731224984577
Alicante Diseminado,1520851194146,1285.9065421148164,2.811300408067222
Elche Metropolitana,1521383654534,8278.105516627353,6.333981678445867
Santa Pola,1526134584643,1740.3253738896208,8.978018010099806
Elche Diseminado,1520981166524,9869.257406261031,1.4345405917982654
Alicante Diseminado,1522183405814,8061.146818502894,5.717001994889266
Alicante Diseminado,1514777059312,4499.550683402921,3.312287072163632
Elche Metropolitana,1517236258490,820.752354384826,4.091923110396506
Elche Metropolitana,1520358411527,6799.06027209111,8.723589392417477
Elche Metropolitana,1519411448660,4502.948578983425,6.619875908340976
Elche Metropolitana,1518404119451,8935.37575997783,4.023450036296631
Santa Pola,1516684078918,7396.956245211298,3.8743616912893053
Alicante Metropolitana,1517788831270,9687.257618942682,1.8782599678166454
Alicante Metropolitana,1516282660893,498.97051754825503,7.860520494479603
Alicante Metropolitana,1519647131283,2791.862703063933,4.443338816312219
Elche Metropolitana,1517021785407,8626.774333369516,9.238015895239476
Santa Pola,1521566918238,3676.6581054575063,3.095917716995075
Santa Pola,1518355177163,7207.881962928844,6.44983075917288
Elche Metropolitana,1516474981720,7933.450759356313,5.0092616254871585
Alicante Metropolitana,1520339315391,8610.546663165213,9.551548262301393
Elche Metropolitana,1520241634232,9465.28740453208,4.856381765336211
Elche Diseminado,1523641957557,7844.10093982501,6.935237296762833
Santa Pola,1521473530055,6781.176718362428,7.934902893076176
Elche Metropolitana,1523132408307,6442.909821108768,4.363297797450416
Alicante Diseminado,1516574365438,2875.4204611180944,3.13724221332611
Santa Pola,1515420807574,6619.907666606736,7.019520748182421
Elche Diseminado,1522480509165,145.64876093869583,5.364237378468289
Elche Diseminado,1517775437446,9139.413782597272,1.1099168123030054
Elche Metropolitana,1522725949941,7265.722641230087,9.686858219642907
Elche Metropolitana,1521357808342,1065.0764904818566,1.4128667141229225
Alicante Diseminado,1525518251604,2634.046907065818,5.474587404895168
Alicante Metropolitana,1514845866512,9952.742808859595,4.858743117627335
Elche Diseminado,1525061459019,4026.827574922629,5.536294246387509
Alicante Diseminado,1516638797703,4708.600517045443,3.3739320342256964
Santa Pola,1519922593363,9089.563196862433,6.196128020091234
Alicante Diseminado,1525928775830,2679.893054384359,6.865478375507691
Alicante Metropolitana,1524935638352,8581.469842351777,5.602854792847784
Elche Diseminado,1519313856941,706.7408272788211,8.367908428089446
Alicante Diseminado,1523404120862,8732.861407976328,8.357300141472592
Alicante Metropolitana,1520581390292,7920.924331208507,2.8457856154142225
Santa Pola,1523250644464,5209.671661282628,3.1262411181758187
Alicante Diseminado,1517091799513,4247.163077193067,3.3081422977361536
Alicante Diseminado,1523196423035,8300.0270988756,3.93401613645886
Santa Pola,1525239921762,5151.001146877483,4.41445878908376
Santa Pola,1525087834220,4434.639666287097,9.262972047093276
Alicante Diseminado,1522505649051,7691.568739274364,9.277855170202976
Alicante Metropolitana,1518723005915,3837.5553250128414,3.9334000160093785
Alicante Metropolitana,1516920201581,1504.3637689687894,1.4662018081926513
Santa Pola,1523860738072,5984.7782321741515,4.069437367909501
Elche Metropolitana,1515559519586,4934.660748358872,3.906945324971387
Alicante Diseminado,1524633373982,4205.263546433378,4.945491917115019
Elche Diseminado,1516363116034,2756.458606285247,2.2164663516053973
Elche Diseminado,1519830705805,9873.108948553632,1.533802824013526
Santa Pola,1522916478930,7744.882065813923,4.6188467545522185
Elche Metropolitana,1521588375458,1663.5827766184498,4.529460388170653
Alicante Metropolitana,1523420398932,86.90583499759042,1.2600811578368236
Alicante Diseminado,1516022149352,3218.8933120060015,7.685365460733797
Elche Diseminado,1525641457369,4891.458083474325,7.500042453773295
Elche Metropolitana,1519401625587,8268.934974965176,1.129344925871111
Alicante Metropolitana,1521147784140,3288.8481753145347,3.2931501047762355
Elche Metropolitana,1525917054037,7963.2674219943465,2.2961870755533145
Alicante Metropolitana,1517583400443,1895.2078293508068,6.840363887289175
Elche Diseminado,1521186059730,8195.719429180139,8.65885760469811
Alicante Metropolitana,1517130559451,3717.388409636568,8.731931125895125
Santa Pola,1520467121322,1197.141582651613,5.556523159213923
Alicante Diseminado,1523634801358,4641.47643825722,9.583332038349658
Alicante Diseminado,1515488967893,3520.6791945507034,9.102468104420808
Santa Pola,1516854665982,5718.086890907691,9.440229986840352
Santa Pola,1517769717705,9989.064790097089,4.169060722534842
Elche Metropolitana,1516220432469,761.0680226511901,1.3554661017680263
Alicante Diseminado,1518689178060,8694.42393980465,3.6279393189341924
Alicante Metropolitana,1525089175778,5284.201877680377,4.3560625178600265
Elche Diseminado,1522153700346,5505.413383732872,2.840984238316512
Elche Metropolitana,1523189455719,7984.369699524875,8.823722781261742
Elche Metropolitana,1518748189223,5230.842809145955,9.951039003990775
Santa Pola,1522478235757,3075.444779940721,8.299326348106405
Elche Metropolitana,1515079543383,5699.827719576713,6.724154662451956
Elche Diseminado,1522000154534,1574.9537516873636,3.0194512018908113
Elche Metropolitana,1520203529513,4157.664844262482,4.550549036191976
Santa Pola,1521703625132,2145.5832334593174,4.2378668462885205
Alicante Diseminado,1526037253201,6851.426505746782,5.520883229705307
Elche Metropolitana,1516866111806,4601.152564530139,3.634525719952367
Elche Metropolitana,1520116951344,8287.802178574864,2.488292867766547
Elche Metropolitana,1525246614898,2555.5481825780903,9.608298821032431
Santa Pola,1517684072503,8564.883067187304,3.4857652919643916
Santa Pola,1524697686100,9848.176042731313,2.232633295222985
Elche Metropolitana,1523956596011,3881.8145752603928,6.673942881828786
Alicante Diseminado,1520964066578,9518.96396217507,5.851816132358338
Elche Diseminado,1515957912088,8343.592117692231,3.1390297725178464
Alicante Diseminado,1523215193265,6447.613799658453,1.842798349705031
Alicante Diseminado,1521292472540,1388.7260006710512,6.397878730917454
Elche Diseminado,1523757056279,987.7501653558552,5.793209810459208
Elche Diseminado,1524672214018,8430.962133774414,9.117034556979826
Elche Metropolitana,1520681972709,8721.820306853673,5.096184790586578
Elche Metropolitana,1517341375333,5953.0727793567485,2.7779105864310396
Elche Diseminado,1520941890320,2351.0965746541447,1.2347821837696573
Alicante Metropolitana,1524430210782,3720.4895170077425,8.986556678091342
Santa Pola,1517506922607,6238.132251221764,4.54320603273694
Elche Metropolitana,1525132639460,7393.136809464566,4.130384131365748
Elche Diseminado,1522959146506,5299.030629126193,7.205016906185513
Alicante Diseminado,1517304841330,8518.995574168204,1.5987207927917517
Santa Pola,1517989241309,5233.117580185404,5.503693448272263
Elche Metropolitana,1523047988680,4535.23578758433,9.96304691675988
Alicante Metropolitana,1526075822115,9762.193502765927,5.067148901768562
Alicante Metropolitana,1517157413055,687.6938423983714,4.370784032177225
Santa Pola,1517215827475,4471.783162334303,8.046811066801023
Alicante Metropolitana,1517027076687,1211.8081930205426,1.2321150052568037
Santa Pola,1522768781180,7910.921688786891,1.9581695883206236
Alicante Diseminado,1525052250063,6308.1169042038955,9.973447927260402
Elche Metropolitana,1518619592769,4186.590895024372,1.8259645964552018
Elche Diseminado,1515912341377,8498.99984526434,8.743431071209818
Santa Pola,1522366612657,5014.667398874021,7.159198315657031
Santa Pola,1525557406832,3807.2503833269443,5.726387925077587
Alicante Metropolitana,1519925397247,741.3105776590811,6.118452685524341
Alicante Diseminado,1523972524014,6919.058282804001,1.7849582871293301
Elche Metropolitana,1518341563421,8161.782948840447,3.886751553687962
Alicante Metropolitana,1515901569010,3227.211171279659,4.453025083687546
Elche Metropolitana,1517095726484,2338.1447802644084,1.4889951922141615
Santa Pola,1518870217722,7273.1602849981155,5.676642842064277
Santa Pola,1521054427925,1357.19817664968,4.322843669112025
Alicante Metropolitana,1519899405414,7296.485315348295,1.054376168257699
Elche Metropolitana,1524447894612,6097.627112441344,6.484788689997995
Elche Metropolitana,1518219202394,2083.308223715531,2.6565958146262556
Alicante Metropolitana,1520172847392,5099.121794911078,8.229175125382387
Alicante Metropolitana,1525837678938,1016.7569386459319,4.611019971278422
Santa Pola,1515582709360,3898.918631816366,5.227279480929701
Elche Metropolitana,1515335626225,9636.694604913793,9.08960553929655
Elche Diseminado,1517729984098,2636.0739847115588,3.4365433928796114
Alicante Diseminado,1517203659676,9821.992146469043,8.75461361662628
Alicante Metropolitana,1521163074173,419.0293666259615,6.198113016754771
Elche Diseminado,1514837465399,3610.4875912028724,6.693898461870015
Elche Diseminado,1525619249057,7517.576221656181,4.38849431793939
Alicante Metropolitana,1523109998208,2127.8862204097527,3.1675658719861977
Elche Diseminado,1515408074279,4199.00233041283,8.527951526016865
Santa Pola,1517260229151,8421.173360188399,5.506589444425374
Alicante Diseminado,1517862555812,6636.311788490671,3.2681983123685936
Santa Pola,1519843487935,4728.471813133907,7.855504865555348
Santa Pola,1522527469944,7256.784699845052,6.080102110545795
Alicante Diseminado,1519981098226,8004.678190838645,1.7745995610224143
Elche Metropolitana,1526226892326,9879.03152136655,3.096264006463306
Santa Pola,1516585934936,213.16716582813422,7.96977723990225
Elche Metropolitana,1521662552038,4762.963083293974,5.9170395854485305
Santa Pola,1515147807566,9620.612008166412,5.312662227388704
Elche Diseminado,1517588505910,6913.432279814819,5.503776040472569
Santa Pola,1515785725863,3643.8558825520427,9.180067068768741
Alicante Diseminado,1515658027190,583.4613368759877,1.071551144663594
Elche Diseminado,1516545625298,1287.1093739208927,9.634423380147492
Alicante Metropolitana,1516467254821,5863.375524053248,2.253327970622512
Elche Metropolitana,1519331746432,1040.1520448622114,4.835608020717392
Alicante Metropolitana,1515432834304,5128.1437883689605,2.292902871463345
Elche Diseminado,1518654508826,3833.445721892178,4.228063806846037
Elche Diseminado,1522101480371,891.5119372566382,2.014866085102354
Elche Diseminado,1517950691370,2522.250892875915,3.6172912086503968
Santa Pola,1526216544513,612.6790554478489,7.905885405038386
Alicante Diseminado,1515406284791,1480.599875063794,9.428360122868714
Elche Metropolitana,1522967618081,8941.162839096607,9.106000862867742
Santa Pola,1521618332001,3086.197153443905,8.836046061241266
Alicante Diseminado,1514978885593,4641.163204401,9.3917264063553
Alicante Metropolitana,1518924493247,9686.565319087991,8.257518277874414
Santa Pola,1522801682832,3439.4130513950718,4.2780568458330785
Elche Diseminado,1516089802961,4598.476471580437,4.195618469964828
Elche Diseminado,1518920374932,5716.421807053479,8.341986203366236
Santa Pola,1515421819690,3204.8957992412506,5.246087987465163
Elche Metropolitana,1521725104486,1040.5479574903009,2.1204058242717916
Santa Pola,1522304214090,2024.1878615832477,6.952819681399698
Elche Metropolitana,1522464541620,4193.724056562191,6.756558996822986
Santa Pola,1515193998063,3167.630485033319,5.609225845664613
Santa Pola,1515641508493,9723.835727187468,6.0618527098659385
Santa Pola,1522804905326,2362.45263240775,9.228294602719041
Elche Metropolitana,1525968417500,1445.1377908646257,5.871066369191103
Elche Diseminado,1514790558240,1815.407531100337,4.309391276752855
Elche Diseminado,1521230519946,4719.909064250797,5.081822859485098
Alicante Diseminado,1518342917609,7691.348306053207,6.346931417738435
Santa Pola,1518270219984,1231.5638263694561,7.029452650336652
Alicante Diseminado,1524206780331,2578.8312974633886,7.424478780707364
Elche Diseminado,1516678606705,8851.865180827872,1.800670643706016
Santa Pola,1519147056846,826.1303759079708,8.127333814304095
Santa Pola,1515396023749,2892.073768762693,3.989552809264384
Santa Pola,1517368261111,744.6492604334886,3.981707561385806
Alicante Diseminado,1522080996672,6523.540833122195,1.1198860702351374
Alicante Diseminado,1521617273844,3927.555140390804,1.1910168397572929
Alicante Diseminado,1519169336922,8113.582619039786,5.493927278769888
Alicante Metropolitana,1525508748421,7117.986884996524,1.4845052125479778
Alicante Diseminado,1521049408178,7014.219621675991,7.684375918859699
Elche Diseminado,1519957713546,3508.019791233934,7.749580980844756
Elche Diseminado,1525007661311,605.2766534617504,3.47418419374878
Alicante Metropolitana,1518597369442,5141.66917237821,5.360271660068921
Alicante Diseminado,1520632324344,7041.566221795509,3.839533335140719
Elche Metropolitana,1523509534122,8161.45757965712,9.012536035042139
Elche Diseminado,1521357853964,8081.21767768821,3.318226285296046
Elche Diseminado,1518463188066,8312.393357404602,6.027513594656106
Santa Pola,1522782158082,5639.327587055929,3.0442469632516884
Elche Diseminado,1522114685690,1678.261731033762,9.985015340595787
Alicante Metropolitana,1520894860275,2981.7877357380107,4.9525749775715076
Alicante Diseminado,1521400609615,9305.937907487056,3.8428268185540593
Elche Diseminado,1518834049180,8362.765897040716,1.2596510838081696
Elche Metropolitana,1525841671757,1983.5584036000987,8.208899571536765
Santa Pola,1515357139538,1728.4660854306421,7.5416512885002405
Santa Pola,1514843745343,8409.535159231047,8.684462994506386
Alicante Diseminado,1517066256924,5703.566891494657,3.340568406049878
Elche Metropolitana,1521998752439,8041.213375087825,5.19765543928577
Alicante Metropolitana,1525656006715,2666.842704441351,7.535612833212012
Elche Metropolitana,1525045262900,5341.638308972086,2.0107073489703726
Alicante Diseminado,1517061042485,8192.713515434374,2.4650686124600956
Elche Metropolitana,1520645369134,4381.873724667277,8.885283205295487
Santa Pola,1524201127546,6125.582625637945,5.161316570318023
Elche Diseminado,1521792784427,3713.1452076750247,3.2585070488950656
Elche Metropolitana,1515138233416,615.7750115240212,2.955722174320717
Elche Diseminado,1523664812504,7037.48754109236,1.4368660911923088
Santa Pola,1517063160427,2009.5787714085834,7.722129585388267
Alicante Metropolitana,1515199129915,3930.3232067006757,6.235295492646404
Elche Diseminado,1517797965873,7938.7759849993345,4.963683419993304
Alicante Metropolitana,1526220627958,2963.1394470522046,3.09818799754519
Alicante Metropolitana,1517713685981,3244.1808642148994,3.608439772399067
Alicante Diseminado,1524539151520,5294.39472367365,7.334772917912922
Alicante Metropolitana,1525269748716,2733.2042786638312,5.425340753283157
Santa Pola,1517669138699,8382.887588614658,4.94833472781438
Alicante Diseminado,1515925034831,3733.533340531725,8.23737757394212
Elche Metropolitana,1524626769680,4501.054266673276,8.116591874544483
Santa Pola,1522555054927,1483.0118696878624,3.984805485094608
Santa Pola,1514996830186,792.107375417993,8.979482755005606
Elche Diseminado,1514897831597,2188.2329659832412,7.265209781910595
Santa Pola,1524480732635,4015.0259480502027,1.5797393414412375
Alicante Diseminado,1522422826128,2624.3313262726697,1.73222878553539
Santa Pola,1521379416407,7474.793123727569,8.461120292839322
Alicante Metropolitana,1522978057924,833.1203235992435,1.9066846299618176
Alicante Diseminado,1521985277682,1827.6175178779574,2.1497267277922703
Elche Metropolitana,1521001676895,285.805133940179,8.676848374661015
Elche Metropolitana,1518764268997,1391.8794048660543,7.691062374626191
Elche Diseminado,1522646974845,7972.3752842727545,2.534748987522264
Santa Pola,1516276394544,5073.880519617323,1.5395573083005363
Elche Metropolitana,1514840097781,7427.938189965684,1.2723615458888697
Alicante Diseminado,1517576056825,9564.550249347194,9.471379723147944
Alicante Metropolitana,1524582410327,4619.031437229283,6.986604652778024
Alicante Metropolitana,1524956290671,9510.610371409442,9.939649860742772
Santa Pola,1516706098043,2542.8216321744703,7.169817927351136
Elche Metropolitana,1519549197190,4968.717607785459,9.883663584106841
Santa Pola,1520485443156,4702.101821315627,2.807658979757882
Alicante Diseminado,1524332518263,8550.370809778698,2.875515183512456
Alicante Diseminado,1518652198131,635.3221684444344,2.7139163535304487
Elche Metropolitana,1521934304486,1652.1064450286326,3.3756373677885207
Elche Diseminado,1515632759575,1045.105188328702,3.008337860479128
Alicante Diseminado,1520651289438,4027.131280433527,6.516125429559719
Elche Metropolitana,1519969955741,788.9500662906812,3.988192822128438
Alicante Metropolitana,1523387825182,6730.310846425188,1.602306764300284
Elche Diseminado,1520621986383,9865.815585826724,2.4897868747882783
Elche Metropolitana,1519213639313,9845.761438530652,5.456389765319523
Elche Metropolitana,1517535584414,8309.011481208083,8.791501401202119
Elche Metropolitana,1521140949314,1752.0912742318783,5.021357587565109
Elche Metropolitana,1524046010171,8352.332958845318,4.099699384934377
Elche Metropolitana,1516706477971,2339.4014919174124,5.5545935668713735
Elche Diseminado,1523959096155,3077.763082582814,9.77387315259277
Elche Metropolitana,1518218735260,3571.084510161132,2.6203800496347633
Elche Metropolitana,1515722992859,3573.076184326961,4.36039028425542
Santa Pola,1525123256987,670.4889750896048,6.955760719991128
Alicante Metropolitana,1525563933906,572.9852365162991,9.909464426651786
Elche Diseminado,1520221142673,7151.475582048508,6.353936063434782
Alicante Metropolitana,1525315547258,3151.7831071228884,9.393368568622213
Alicante Metropolitana,1518908648750,1939.004186143566,6.387833689421705
Elche Metropolitana,1522631979184,4602.875836353608,3.9614989826088935
Elche Diseminado,1520634993578,7861.588884882951,7.0833519959814675
Alicante Metropolitana,1523558286984,6261.547875330555,3.7915951787112427
Alicante Diseminado,1523543001708,9839.393168236462,7.6634442772139755
Santa Pola,1518337380378,9781.77493420185,1.0534316994781516
Alicante Diseminado,1522020593868,475.9781506407723,4.398649803290591
Santa Pola,1521980676511,4021.5586369790703,9.357290591545096
Alicante Diseminado,1520078034586,6499.857725965657,7.6371103169516665
Alicante Diseminado,1518445781890,469.4119211339742,2.2839306823776466
Santa Pola,1519433052832,561.8839750075177,6.883270579493029
Alicante Metropolitana,1524462141711,2418.291185200404,8.715318917153573
Elche Diseminado,1524078110983,6984.00378036646,7.1199147888121
Alicante Diseminado,1520087110850,9647.039488764578,6.990007767597196
Santa Pola,1514866215481,40.034150877358286,5.3226812476817775
Elche Diseminado,1517015693842,6072.148714501729,8.567282288390505
Elche Metropolitana,1524915210004,6505.655737694051,7.195297731021393
